dim,birth,b_x,b_y,b_z,death,d_x,d_y,d_z
0, 45, 398, 256, 0, 56, 398, 257, 0, 124, 125
0, 41, 397, 260, 0, 175, 392, 274, 0, 133, 114
0, 12, 403, 226, 0, 178, 396, 226, 0, 96, 97
0, 14, 208, 395, 0, 182, 209, 387, 0, 127, 126
0, 12, 333, 358, 0, 191, 325, 355, 0, 132, 133
0, 11, 73, 324, 0, 198, 77, 420, 0, 126, 129
0, 75, 174, 350, 0, 200, 181, 350, 0, 166, 140
0, 27, 0, 252, 0, 201, 0, 238, 0, 123, 126
0, 14, 366, 96, 0, 206, 376, 109, 0, 130, 123
0, 10, 210, 18, 0, 208, 148, 41, 0, 127, 126
0, 13, 383, 121, 0, 208, 374, 124, 0, 124, 124
0, 19, 0, 224, 0, 209, 24, 224, 0, 130, 129
0, 11, 371, 312, 0, 209, 361, 420, 0, 127, 131
0, 29, 173, 18, 0, 226, 178, 27, 0, 130, 130
0, 51, 51, 420, 0, 226, 62, 334, 0, 129, 131
