dim,birth,b_x,b_y,b_z,death,d_x,d_y,d_z
0, 10, 248, 275, 0, 53, 254, 271, 0, 178, 213
0, 36, 347, 266, 0, 55, 350, 257, 0, 170, 57
0, 43, 398, 256, 0, 55, 398, 257, 0, 119, 121
0, 67, 147, 231, 0, 84, 143, 231, 0, 163, 89
0, 15, 209, 395, 0, 184, 209, 387, 0, 127, 125
0, 42, 397, 260, 0, 184, 392, 274, 0, 133, 118
0, 13, 333, 358, 0, 189, 325, 355, 0, 132, 134
0, 11, 73, 324, 0, 198, 77, 420, 0, 126, 129
0, 27, 0, 252, 0, 202, 0, 238, 0, 122, 130
0, 132, 174, 350, 0, 203, 180, 350, 0, 199, 151
1, 179, 395, 225, 0, 203, 394, 232, 0, 99, 17
0, 13, 383, 121, 0, 205, 376, 109, 0, 124, 122
0, 10, 209, 19, 0, 208, 147, 40, 0, 127, 126
0, 13, 367, 96, 0, 209, 374, 124, 0, 130, 125
0, 18, 0, 224, 0, 209, 24, 224, 0, 130, 130
0, 11, 372, 309, 0, 209, 361, 420, 0, 126, 132
0, 30, 171, 18, 0, 227, 177, 28, 0, 133, 125
0, 54, 51, 420, 0, 227, 62, 334, 0, 130, 131
1, 192, 227, 277, 0, 240, 234, 276, 0, 153, 108
