dim,birth,b_x,b_y,b_z,death,d_x,d_y,d_z
0, 44, 397, 260, 0, 55, 398, 257, 0, 135, 121
0, 24, 246, 274, 0, 56, 235, 285, 0, 179, 138
0, 40, 347, 267, 0, 71, 350, 258, 0, 172, 31
0, 75, 148, 231, 0, 98, 143, 230, 0, 92, 93
0, 15, 213, 396, 0, 184, 209, 387, 0, 128, 124
0, 14, 333, 358, 0, 188, 325, 355, 0, 133, 136
0, 43, 398, 256, 0, 191, 392, 274, 0, 119, 122
1, 177, 394, 224, 0, 193, 393, 230, 0, 167, 45
0, 11, 73, 324, 0, 198, 77, 420, 0, 125, 129
0, 26, 0, 252, 0, 202, 0, 238, 0, 121, 131
0, 13, 367, 96, 0, 205, 376, 109, 0, 125, 122
0, 10, 191, 35, 0, 209, 146, 38, 0, 126, 131
0, 12, 383, 121, 0, 209, 374, 124, 0, 125, 125
0, 18, 0, 224, 0, 209, 24, 224, 0, 131, 131
0, 12, 372, 310, 0, 210, 361, 420, 0, 126, 132
0, 188, 173, 351, 0, 211, 168, 353, 0, 171, 137
0, 30, 172, 18, 0, 227, 176, 27, 0, 133, 132
0, 56, 51, 420, 0, 228, 62, 335, 0, 130, 131
1, 181, 226, 278, 0, 239, 234, 275, 0, 153, 103
