dim,birth,b_x,b_y,b_z,death,d_x,d_y,d_z
0, 40, 83, 420, 0, 53, 88, 353, 0, 114, 117
0, 72, 397, 260, 0, 80, 398, 257, 0, 132, 130
0, 15, 223, 420, 0, 184, 209, 389, 0, 126, 122
0, 18, 332, 359, 0, 188, 325, 354, 0, 140, 142
0, 14, 42, 296, 0, 200, 77, 420, 0, 130, 125
0, 24, 0, 252, 0, 204, 0, 238, 0, 119, 140
0, 11, 383, 121, 0, 208, 376, 109, 0, 120, 149
0, 10, 192, 34, 0, 209, 150, 41, 0, 134, 123
0, 63, 398, 256, 0, 209, 393, 274, 0, 126, 134
0, 15, 0, 224, 0, 210, 25, 225, 0, 125, 126
0, 10, 367, 96, 0, 212, 374, 125, 0, 121, 121
0, 15, 373, 308, 0, 213, 361, 420, 0, 137, 139
1, 168, 265, 224, 0, 216, 270, 222, 0, 154, 131
0, 70, 51, 420, 0, 228, 62, 328, 0, 135, 118
0, 33, 175, 17, 0, 228, 158, 22, 0, 136, 137
