dim,birth,b_x,b_y,b_z,death,d_x,d_y,d_z
0, 28, 244, 274, 0, 54, 236, 284, 0, 97, 114
0, 48, 397, 260, 0, 58, 398, 257, 0, 136, 124
0, 48, 347, 268, 0, 88, 351, 260, 0, 174, 20
0, 93, 148, 230, 0, 114, 143, 230, 0, 85, 88
1, 169, 394, 224, 0, 180, 392, 229, 0, 81, 194
0, 16, 212, 396, 0, 183, 208, 387, 0, 129, 123
0, 15, 332, 359, 0, 187, 325, 354, 0, 133, 136
0, 44, 398, 256, 0, 198, 392, 274, 0, 121, 124
0, 12, 73, 326, 0, 198, 77, 420, 0, 124, 130
0, 26, 0, 252, 0, 203, 0, 238, 0, 120, 132
0, 12, 383, 121, 0, 206, 376, 109, 0, 124, 133
0, 10, 191, 35, 0, 208, 150, 41, 0, 125, 129
0, 12, 367, 96, 0, 209, 374, 125, 0, 125, 125
0, 17, 0, 224, 0, 209, 24, 225, 0, 131, 132
0, 13, 372, 310, 0, 211, 361, 420, 0, 126, 133
0, 30, 175, 17, 0, 227, 180, 26, 0, 130, 125
0, 59, 51, 420, 0, 228, 62, 334, 0, 131, 124
1, 174, 224, 278, 0, 240, 233, 274, 0, 148, 151
