dim,birth,b_x,b_y,b_z,death,d_x,d_y,d_z
0, 231, 321, 368, 0, 191, 325, 354.5, 0, 126, 133
1, 200, 181, 350.5, 0, 75, 173.5, 350.5, 0, 140, 166
0, 243, 195, 17, 0, 33, 146.5, 0, 0, 126, 131
0, 62, 375, 311, 0, 32, 379.5, 304, 0, 131, 132
0, 239, 58, 317, 0, 25, 70.5, 346, 0, 127, 123
0, 167, 209, 403, 0, 19, 199.5, 398, 0, 128, 127
0, 22, 91, 0, 0, 14, 91.5, 0, 0, 127, 127
1, 21, 368.5, 320, 0, 11, 370.5, 312.5, 0, 129, 126
1, 35, 228.5, 224, 0, 11, 237.5, 232.5, 0, 134, 140
1, 23, 57, 272.5, 0, 10, 33.5, 272.5, 0, 127, 129
