dim,birth,b_x,b_y,b_z,death,d_x,d_y,d_z
0, 231, 320, 369, 0, 187, 325, 354.5, 0, 124, 136
0, 240, 233, 274, 0, 174, 223.5, 278, 0, 151, 145
0, 180, 392, 229, 0, 169, 393, 224.5, 0, 194, 191
1, 114, 143, 230.5, 0, 93, 147.5, 230.5, 0, 88, 85
1, 88, 349.5, 260, 0, 48, 346.5, 268.5, 0, 16, 183
0, 243, 195, 16, 0, 33, 147.5, 26, 0, 126, 133
0, 64, 375, 311, 0, 30, 379.5, 304, 0, 134, 136
1, 54, 236, 283.5, 0, 28, 243.5, 274.5, 0, 106, 88
0, 238, 58, 318, 0, 26, 70.5, 346, 0, 126, 123
0, 158, 209, 403, 0, 19, 200.5, 398, 0, 130, 127
0, 29, 91, 0, 0, 19, 91.5, 0, 0, 127, 127
1, 28, 146.5, 330, 0, 19, 145.5, 316.5, 0, 120, 101
1, 27, 291.5, 103, 0, 18, 304.5, 83.5, 0, 124, 127
1, 33, 228.5, 225, 0, 15, 237.5, 233.5, 0, 131, 135
1, 22, 369.5, 320, 0, 13, 371.5, 310.5, 0, 125, 125
1, 23, 56, 272.5, 0, 10, 33.5, 272.5, 0, 126, 129
1, 21, 287.5, 334, 0, 8, 287.5, 347.5, 0, 130, 126
1, 31, 270.5, 308, 0, 8, 280.5, 327.5, 0, 128, 126
