dim,birth,b_x,b_y,b_z,death,d_x,d_y,d_z
0, 232, 321, 368, 0, 188, 325, 354.5, 0, 126, 135
1, 211, 168, 352.5, 0, 188, 172.5, 351.5, 0, 118, 170
0, 239, 234, 275, 0, 181, 224.5, 278, 0, 103, 149
0, 193, 393, 230, 0, 177, 394, 224.5, 0, 45, 167
1, 98, 143, 230.5, 0, 75, 147.5, 231.5, 0, 93, 91
1, 71, 349.5, 259, 0, 40, 346.5, 267.5, 0, 30, 184
0, 243, 195, 16, 0, 33, 146.5, 26, 0, 126, 134
0, 63, 375, 311, 0, 31, 379.5, 304, 0, 133, 134
0, 238, 58, 317, 0, 25, 70.5, 346, 0, 129, 123
1, 56, 235, 284.5, 0, 24, 245.5, 274.5, 0, 112, 96
0, 161, 209, 403, 0, 19, 198.5, 399, 0, 129, 127
1, 26, 293.5, 100, 0, 18, 304.5, 83.5, 0, 124, 127
0, 27, 91, 0, 0, 17, 91.5, 0, 0, 127, 127
1, 34, 229, 224.5, 0, 14, 237.5, 233.5, 0, 124, 136
1, 23, 221, 248.5, 0, 13, 226.5, 252.5, 0, 124, 125
1, 22, 368.5, 319, 0, 12, 371.5, 310.5, 0, 130, 126
1, 23, 56, 272.5, 0, 10, 33.5, 272.5, 0, 126, 129
1, 23, 290, 333.5, 0, 8, 287.5, 346.5, 0, 122, 126
