dim,birth,b_x,b_y,b_z,death,d_x,d_y,d_z
0, 231, 320, 369, 0, 188, 324, 354.5, 0, 125, 137
0, 222, 269, 222, 0, 173, 263.5, 225, 0, 123, 154
1, 139, 350.5, 274, 0, 128, 349.5, 270.5, 0, 107, 48
0, 242, 195, 16, 0, 34, 146.5, 0, 0, 126, 137
0, 65, 375, 311, 0, 29, 379.5, 304, 0, 141, 141
1, 46, 237.5, 251, 0, 29, 241.5, 274.5, 0, 132, 88
0, 34, 91, 0, 0, 24, 91.5, 0, 0, 127, 127
0, 238, 42, 308, 0, 24, 69.5, 345, 0, 130, 124
0, 149, 209, 403, 0, 21, 207, 396.5, 0, 134, 125
1, 26, 331.5, 0, 0, 17, 304.5, 83.5, 0, 125, 127
1, 34, 228, 224.5, 0, 17, 236.5, 234.5, 0, 122, 134
1, 18, 338.5, 103, 0, 10, 351.5, 112.5, 0, 126, 125
1, 34, 144.5, 328, 0, 10, 145.5, 316.5, 0, 130, 118
1, 22, 56, 272.5, 0, 10, 33.5, 272.5, 0, 122, 130
1, 19, 285.5, 333, 0, 9, 278.5, 324.5, 0, 132, 131
1, 29, 269.5, 308, 0, 8, 287.5, 347.5, 0, 122, 127
