dim,birth,b_x,b_y,b_z,death,d_x,d_y,d_z
0, 232, 320, 369, 0, 187, 324, 354.5, 0, 124, 135
0, 243, 232, 274, 0, 164, 222.5, 278, 0, 152, 142
1, 136, 145, 229.5, 0, 128, 148.5, 230.5, 0, 86, 44
1, 106, 349.5, 261, 0, 59, 347.5, 269.5, 0, 12, 169
0, 243, 195, 16, 0, 33, 147.5, 27, 0, 127, 135
0, 64, 375, 311, 0, 30, 379.5, 304, 0, 135, 137
1, 54, 235, 283.5, 0, 28, 243.5, 273.5, 0, 107, 95
0, 238, 57, 317, 0, 26, 69.5, 346, 0, 130, 123
0, 31, 91, 0, 0, 21, 91.5, 0, 0, 127, 127
0, 155, 209, 403, 0, 20, 201, 398.5, 0, 131, 127
1, 27, 331.5, 0, 0, 18, 302.5, 86.5, 0, 126, 125
1, 24, 315, 108.5, 0, 16, 304.5, 120.5, 0, 129, 126
1, 34, 227, 223.5, 0, 16, 236.5, 232.5, 0, 125, 134
1, 30, 145.5, 330, 0, 15, 145.5, 317.5, 0, 124, 100
1, 22, 369.5, 318, 0, 13, 371.5, 309.5, 0, 125, 124
1, 23, 56, 272.5, 0, 10, 33.5, 272.5, 0, 125, 130
1, 21, 287, 333.5, 0, 8, 287.5, 347.5, 0, 125, 126
1, 31, 269.5, 308, 0, 8, 280.5, 327.5, 0, 124, 130
