dim,birth,b_x,b_y,b_z,death,d_x,d_y,d_z
0, 232, 319, 370, 0, 188, 324, 354.5, 0, 126, 137
0, 216, 270, 222, 0, 168, 264.5, 224, 0, 131, 154
0, 242, 194, 16, 0, 35, 146.5, 0, 0, 125, 137
0, 64, 375, 311, 0, 29, 379.5, 304, 0, 143, 141
1, 42, 237.5, 249, 0, 27, 241.5, 273.5, 0, 126, 97
0, 36, 91, 0, 0, 26, 91.5, 0, 0, 127, 127
0, 238, 42, 308, 0, 24, 71.5, 341, 0, 130, 122
0, 146, 209, 403, 0, 22, 208, 396.5, 0, 134, 125
1, 26, 330.5, 59, 0, 17, 303.5, 84.5, 0, 123, 126
1, 34, 227.5, 225, 0, 17, 236.5, 234.5, 0, 134, 134
1, 18, 338.5, 103, 0, 10, 351.5, 112.5, 0, 126, 126
1, 19, 285.5, 333, 0, 9, 279.5, 326.5, 0, 133, 131
1, 37, 145.5, 330, 0, 9, 145.5, 315.5, 0, 133, 122
1, 21, 59, 273.5, 0, 9, 35.5, 272.5, 0, 124, 130
1, 28, 270.5, 308, 0, 8, 287.5, 347.5, 0, 125, 127
