dim,birth,b_x,b_y,b_z,death,d_x,d_y,d_z
0, 226, 268, 222, 0, 189, 262.5, 225, 0, 119, 144
0, 232, 320, 369, 0, 187, 324, 354.5, 0, 124, 136
0, 245, 232, 273, 0, 157, 233, 254.5, 0, 97, 142
1, 122, 352.5, 277, 0, 81, 348.5, 269.5, 0, 146, 74
0, 243, 194, 17, 0, 33, 146.5, 0, 0, 126, 136
0, 65, 375, 311, 0, 29, 379.5, 304, 0, 138, 139
1, 53, 234, 283.5, 0, 27, 242.5, 273.5, 0, 106, 90
0, 237, 58, 318, 0, 25, 69.5, 346, 0, 125, 123
0, 33, 91, 0, 0, 23, 91.5, 0, 0, 127, 127
0, 152, 209, 403, 0, 20, 206, 396.5, 0, 132, 125
1, 26, 331.5, 0, 0, 17, 304.5, 83.5, 0, 126, 126
1, 34, 226.5, 224, 0, 16, 236.5, 233.5, 0, 129, 135
1, 22, 369.5, 319, 0, 14, 371.5, 309.5, 0, 124, 123
1, 32, 145.5, 331, 0, 11, 145.5, 316.5, 0, 134, 105
1, 22, 56, 272.5, 0, 10, 33.5, 272.5, 0, 124, 130
1, 20, 287, 333.5, 0, 8, 287.5, 347.5, 0, 130, 127
1, 30, 269.5, 308, 0, 8, 280.5, 327.5, 0, 122, 131
